ONS Code (old),ONS Code (new),Area Name                                           ,ONS Cluster,Period,Aggregate Numerator,Aggregate Denominator,Single Year Numerator,Single Year Denominator,Indicator value,Lower 95% CI,Upper 95% CI,Significance
00BJ,E09000032,Wandsworth LB,ONS3.5,2010,n/a,n/a,35408,307710,11.50693835,,,n/a
00BK,E09000033,City of Westminster LB,ONS3.5,2010,n/a,n/a,50874,219582,23.16856573,,,n/a
00BL,E08000001,Bolton MCD,ONS1.2,2010,n/a,n/a,114759,277296,41.38501818,,,n/a
00BM,E08000002,Bury MCD,ONS5.7,2010,n/a,n/a,35875,185422,19.34775809,,,n/a
00BN,E08000003,Manchester MCD,ONS1.2,2010,n/a,n/a,325755,502902,64.77504564,,,n/a
00BP,E08000004,Oldham MCD,ONS1.2,2010,n/a,n/a,99282,225157,44.09456513,,,n/a
00BQ,E08000005,Rochdale MCD,ONS1.2,2010,n/a,n/a,96911,211929,45.72805043,,,n/a
00BR,E08000006,Salford MCD,ONS1.1,2010,n/a,n/a,109494,234487,46.69512596,,,n/a
00BS,E08000007,Stockport MCD,ONS5.7,2010,n/a,n/a,36297,283253,12.81433912,,,n/a
00BT,E08000008,Tameside MCD,ONS7.11,2010,n/a,n/a,79796,219727,36.31597391,,,n/a
00BU,E08000009,Trafford MCD,ONS5.7,2010,n/a,n/a,25562,227091,11.25628052,,,n/a
00BW,E08000010,Wigan MCD,ONS7.12,2010,n/a,n/a,96442,318122,30.31604227,,,n/a
00BX,E08000011,Knowsley MCD,ONS7.11,2010,n/a,n/a,87088,145903,59.68897144,,,n/a
00BY,E08000012,Liverpool MCD,ONS1.1,2010,n/a,n/a,300345,465656,64.49932998,,,n/a
00BZ,E08000013,St Helens MCD,ONS7.11,2010,n/a,n/a,63572,175405,36.24298053,,,n/a
00CA,E08000014,Sefton MCD,ONS7.11,2010,n/a,n/a,65277,273969,23.82641832,,,n/a
00CB,E08000015,Wirral MCD,ONS7.11,2010,n/a,n/a,100722,319837,31.49166607,,,n/a
00CC,E08000016,Barnsley MCD,ONS7.12,2010,n/a,n/a,75364,231865,32.50339637,,,n/a
00CE,E08000017,Doncaster MCD,ONS7.12,2010,n/a,n/a,113144,302468,37.4069323,,,n/a
00CF,E08000018,Rotherham MCD,ONS7.12,2010,n/a,n/a,85742,257716,33.26995608,,,n/a
00CG,E08000019,Sheffield MCD,ONS1.1,2010,n/a,n/a,191119,551756,34.63831839,,,n/a
00CH,E08000020,Gateshead MCD,ONS7.11,2010,n/a,n/a,78385,200349,39.12422822,,,n/a
00CJ,E08000021,Newcastle upon Tyne MCD,ONS1.1,2010,n/a,n/a,105002,279092,37.62271939,,,n/a
00CK,E08000022,North Tyneside MCD,ONS7.11,2010,n/a,n/a,48354,201206,24.03208652,,,n/a
00CL,E08000023,South Tyneside MCD,ONS7.11,2010,n/a,n/a,59340,148164,40.05021463,,,n/a
00CM,E08000024,Sunderland MCD,ONS7.11,2010,n/a,n/a,101736,275330,36.95056841,,,n/a
00CN,E08000025,Birmingham MCD,ONS1.2,2010,n/a,n/a,601666,1074283,56.00628512,,,n/a
00CQ,E08000026,Coventry MCD,ONS1.2,2010,n/a,n/a,101788,316915,32.11839137,,,n/a
00CR,E08000027,Dudley MCD,ONS7.12,2010,n/a,n/a,76213,313261,24.32891423,,,n/a
00CS,E08000028,Sandwell MCD,ONS1.2,2010,n/a,n/a,183190,309042,59.27673261,,,n/a
00CT,E08000029,Solihull MCD,ONS5.7,2010,n/a,n/a,33120,206856,16.01113818,,,n/a
00CU,E08000030,Walsall MCD,ONS1.2,2010,n/a,n/a,122840,269524,45.57664624,,,n/a
00CW,E08000031,Wolverhampton MCD,ONS1.2,2010,n/a,n/a,132928,249852,53.202696,,,n/a
00CX,E08000032,Bradford MCD,ONS1.2,2010,n/a,n/a,236010,523115,45.11627462,,,n/a
00CY,E08000033,Calderdale MCD,ONS1.2,2010,n/a,n/a,42080,204170,20.61027575,,,n/a
00CZ,E08000034,Kirklees MCD,ONS1.2,2010,n/a,n/a,120665,422970,28.52802799,,,n/a
00DA,E08000035,Leeds MCD,ONS1.1,2010,n/a,n/a,213604,750683,28.45462066,,,n/a
00DB,E08000036,Wakefield MCD,ONS7.12,2010,n/a,n/a,93287,326433,28.57768669,,,n/a
00EB,E06000001,Hartlepool UA,ONS7.11,2010,n/a,n/a,44441,92088,48.25927374,,,n/a
00EC,E06000002,Middlesbrough UA,ONS7.11,2010,n/a,n/a,74706,138368,53.99080712,,,n/a
00EE,E06000003,Redcar and Cleveland UA,ONS7.11,2010,n/a,n/a,48332,135164,35.75804208,,,n/a
00EF,E06000004,Stockton-on-Tees UA,ONS7.12,2010,n/a,n/a,56383,191824,29.3930895,,,n/a
00EH,E06000005,Darlington UA,ONS7.11,2010,n/a,n/a,28885,105584,27.35736475,,,n/a
00EJ,E06000047,County Durham UA,ONS7.11,2010,n/a,n/a,147519,512994,28.75647668,,,n/a
00EM,E06000048,Northumberland UA,ONS5.7,2010,n/a,n/a,48950,316278,15.47689058,,,n/a
00EQ,E06000049,Cheshire East UA,ONS5.7,2010,n/a,n/a,28202,370736,7.60703034,,,n/a
00ET,E06000006,Halton UA,ONS7.11,2010,n/a,n/a,61431,125722,48.8625698,,,n/a
00EU,E06000007,Warrington UA,ONS5.7,2010,n/a,n/a,34976,202709,17.25429063,,,n/a
00EW,E06000050,Cheshire West and Chester UA,ONS5.7,2010,n/a,n/a,50544,329526,15.33839515,,,n/a
00EX,E06000008,Blackburn with Darwen UA,ONS1.2,2010,n/a,n/a,77438,147657,52.44451668,,,n/a
00EY,E06000009,Blackpool UA,ONS6.10,2010,n/a,n/a,68345,142080,48.10318131,,,n/a
